date_pm25,time_pm25,PM25,PM10,AQI_PM25,AQI_PM10,AQI_US
2023-11-01,16:00:00,81.2,98.5,164.26975763962065,72.53030303030303,164.26975763962065
2023-11-01,17:00:00,93.25,114.6,170.49157007376186,80.49898989898989,170.49157007376186
2023-11-01,18:00:00,53.5,70.9,145.321608040201,58.869696969696975,145.321608040201
2023-11-01,19:00:00,52.2,69.8,142.1206030150754,58.32525252525252,142.1206030150754
2023-11-01,20:00:00,48.35,63.35,132.64070351758795,55.132828282828285,132.64070351758795
2023-11-01,21:00:00,55.85,73.05,151.18071654373026,59.933838383838385,151.18071654373026
2023-11-01,22:00:00,68.05,82.4,157.4799789251844,64.56161616161617,157.4799789251844
2023-11-01,23:00:00,81.59,98.2,164.47112750263435,72.38181818181818,164.47112750263435
2023-11-02,00:00:00,59.85,75.2,153.24604847207587,60.9979797979798,153.24604847207587
2023-11-02,01:00:00,49.15,64.8,134.6105527638191,55.85050505050505,134.6105527638191
2023-11-02,02:00:00,39.29,49.55,110.3321608040201,45.879629629629626,110.3321608040201
2023-11-02,03:00:00,41.3,52.0,115.28140703517587,48.148148148148145,115.28140703517587
2023-11-02,04:00:00,43.4,55.4,120.45226130653266,51.1979797979798,120.45226130653266
2023-11-02,05:00:00,74.8,86.5,160.96522655426764,66.5909090909091,160.96522655426764
2023-11-02,06:00:00,57.9,73.59,152.23919915700736,60.20111111111111,152.23919915700736
2023-11-02,07:00:00,52.8,69.5,143.59798994974875,58.176767676767675,143.59798994974875
2023-11-02,08:00:00,52.0,67.5,141.6281407035176,57.186868686868685,141.6281407035176
2023-11-02,09:00:00,43.2,56.2,119.95979899497488,51.593939393939394,119.95979899497488
2023-11-02,10:00:00,46.8,61.45,128.82412060301507,54.192424242424245,128.82412060301507
2023-11-02,11:00:00,68.75,81.15,157.8414120126449,63.94292929292929,157.8414120126449
2023-11-02,12:00:00,79.25,96.9,163.26290832455217,71.73838383838384,163.26290832455217
2023-11-02,13:00:00,76.2,90.8,161.6880927291886,68.71919191919191,161.6880927291886
2023-11-02,14:00:00,84.7,101.2,166.07692307692307,73.86666666666667,166.07692307692307
2023-11-02,15:00:00,83.15,100.3,165.27660695468916,73.42121212121212,165.27660695468916
2023-11-02,16:00:00,67.8,83.0,157.3508956796628,64.85858585858585,157.3508956796628
2023-11-02,17:00:00,73.7,89.2,160.3972602739726,67.92727272727274,160.3972602739726
2023-11-02,18:00:00,74.3,90.5,160.70706006322445,68.57070707070707,160.70706006322445
2023-11-02,19:00:00,76.8,93.1,161.99789251844047,69.85757575757576,161.99789251844047
2023-11-02,20:00:00,51.4,68.59,140.15075376884423,57.72636363636364,140.15075376884423
2023-11-02,21:00:00,52.2,70.45,142.1206030150754,58.6469696969697,142.1206030150754
2023-11-02,22:00:00,68.09,80.9,157.50063224446785,63.81919191919192,157.50063224446785
2023-11-02,23:00:00,70.8,86.15,158.89989462592203,66.41767676767677,158.89989462592203
2023-11-03,00:00:00,66.8,79.7,156.8345626975764,63.22525252525253,156.8345626975764
2023-11-03,01:00:00,64.3,77.59,155.54373024236037,62.1809090909091,155.54373024236037
2023-11-03,02:00:00,60.85,75.09,153.76238145416227,60.94353535353535,153.76238145416227
2023-11-03,03:00:00,60.1,74.3,153.37513171759747,60.55252525252525,153.37513171759747
2023-11-03,04:00:00,55.8,71.2,151.1548998946259,59.018181818181816,151.1548998946259
2023-11-03,05:00:00,61.4,75.7,154.0463645943098,61.24545454545455,154.0463645943098
2023-11-03,06:00:00,62.0,75.34,154.35616438356163,61.06727272727273,154.35616438356163
2023-11-03,07:00:00,53.3,69.4,144.8291457286432,58.12727272727273,144.8291457286432
2023-11-03,08:00:00,49.8,65.25,136.2110552763819,56.073232323232325,136.2110552763819
2023-11-03,09:00:00,54.9,71.7,148.76884422110552,59.26565656565657,148.76884422110552
2023-11-03,10:00:00,55.95,72.3,151.23234984193888,59.56262626262626,151.23234984193888
2023-11-03,11:00:00,67.25,80.15,157.06691253951527,63.4479797979798,157.06691253951527
2023-11-03,12:00:00,54.35,71.8,147.4145728643216,59.31515151515151,147.4145728643216
2023-11-03,13:00:00,55.9,72.59,151.20653319283457,59.706161616161616,151.20653319283457
2023-11-03,14:00:00,69.4,83.8,158.17702845100106,65.25454545454545,158.17702845100106
2023-11-03,15:00:00,82.8,99.5,165.0958904109589,73.02525252525253,165.0958904109589
2023-11-03,16:00:00,93.9,111.4,170.82718651211803,78.91515151515152,170.82718651211803
2023-11-03,17:00:00,82.9,101.15,165.14752370916756,73.8419191919192,165.14752370916756
2023-11-03,18:00:00,113.5,97.71666666666667,180.9473129610116,72.14259259259259,180.9473129610116
2023-11-03,19:00:00,114.15,94.28333333333333,181.28292939936776,70.443265993266,181.28292939936776
2023-11-03,20:00:00,72.65,90.85,159.85511064278188,68.7439393939394,159.85511064278188
2023-11-03,21:00:00,76.45,91.6,161.8171759747102,69.11515151515151,161.8171759747102
2023-11-03,22:00:00,70.95,85.2,158.97734457323497,65.94747474747476,158.97734457323497
2023-11-03,23:00:00,79.2,95.5,163.23709167544783,71.04545454545455,163.23709167544783
2023-11-04,00:00:00,80.05,96.5,163.67597471022128,71.54040404040404,163.67597471022128
2023-11-04,01:00:00,67.65,80.55,157.27344573234984,63.645959595959596,157.27344573234984
